记录编号,问卷编号,性别,年龄,出生年份,户口类型,教育程度,婚姻状况,家庭人数,个人年收入,劳动收入,当前社会阶层_1到10,十年前社会阶层,十年后预期阶层,14岁家庭阶层,主观社会经济地位_上层到下层,知足感_与人比较,家庭收入满意度,朋友数量比较,运气比较_比别人差,吃亏感_与人比较,幸福感,逛街购物频率,上网频率,社会比较倾向,经济不满意度,地位提升期望,相对剥夺感,抽样权重
6339,6339.0,2.0,59.0,1962.0,1.0,4.0,3.0,2.0,3000.0,3000.0,2.0,1.0,3.0,1.0,5.0,3.0,2.0,4.0,2.0,5.0,0.0,3.0,5.0,80.0,80.0,11.11111111111111,73.33333333333333,0.7228516936302185
6340,6340.0,2.0,56.0,1965.0,1.0,4.0,3.0,2.0,15000.0,15000.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,0.0,3.0,5.0,60.0,60.0,0.0,60.0,0.7228516936302185
6344,6344.0,1.0,65.0,1956.0,1.0,4.0,3.0,4.0,2500.0,2500.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,6.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,66.66666666666666,1.1129382848739624
6349,6349.0,2.0,65.0,1956.0,1.0,6.0,3.0,5.0,28800.0,26000.0,10.0,10.0,10.0,10.0,3.0,6.0,6.0,5.0,1.0,1.0,0.0,4.0,5.0,20.0,20.0,0.0,46.666666666666664,0.4646885395050049
6350,6350.0,1.0,35.0,1986.0,1.0,12.0,3.0,0.0,70000.0,70000.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,0.0,3.0,1.0,90.0,80.0,0.0,100.0,0.5282166004180908
6351,6351.0,1.0,75.0,1946.0,1.0,3.0,3.0,6.0,1450.0,0.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,2.0,5.0,60.0,20.0,0.0,100.0,0.648809552192688
6352,6352.0,1.0,20.0,2001.0,1.0,10.0,1.0,5.0,5000000.0,5000000.0,3.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,0.0,4.0,1.0,50.0,80.0,22.22222222222222,80.0,1.8685778379440308
6360,6360.0,1.0,65.0,1956.0,1.0,4.0,3.0,4.0,5000000.0,5000000.0,8.0,8.0,0.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,20.0,0.0,40.0,1.1129382848739624
6362,6362.0,1.0,69.0,1952.0,1.0,3.0,3.0,1.0,18400.0,4000.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,4.0,6.0,0.0,2.0,5.0,60.0,40.0,0.0,93.33333333333333,1.0703493356704712
6363,6363.0,1.0,66.0,1955.0,1.0,4.0,3.0,2.0,22200.0,0.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,6.0,6.0,4.0,0.0,5.0,1.0,50.0,80.0,0.0,93.33333333333333,1.1129382848739624
6375,6375.0,1.0,57.0,1964.0,1.0,12.0,3.0,3.0,110000.0,110000.0,4.0,5.0,0.0,2.0,4.0,6.0,5.0,2.0,1.0,1.0,0.0,2.0,1.0,20.0,20.0,0.0,26.666666666666668,0.443253606557846
6378,6378.0,2.0,55.0,1966.0,1.0,6.0,3.0,0.0,30000.0,30000.0,4.0,4.0,4.0,6.0,4.0,5.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,30.0,60.0,0.0,40.0,0.5734306573867798
6379,6379.0,2.0,50.0,1971.0,8.0,3.0,7.0,3.0,0.0,0.0,1.0,4.0,0.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,0.0,2.0,5.0,70.0,100.0,0.0,86.66666666666667,0.9188011288642884
6380,6380.0,1.0,70.0,1951.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,3.0,2.0,2.0,0.0,2.0,5.0,40.0,0.0,0.0,46.666666666666664,0.6036099195480347
6381,6381.0,2.0,51.0,1970.0,1.0,12.0,6.0,0.0,5000000.0,5000000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0,3.0,1.0,50.0,40.0,0.0,60.0,0.4563422501087188
6388,6388.0,1.0,55.0,1966.0,8.0,3.0,3.0,4.0,30000.0,30000.0,5.0,4.0,6.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,1.0,5.0,30.0,40.0,11.11111111111111,40.0,0.892448365688324
6390,6390.0,2.0,36.0,1985.0,1.0,12.0,3.0,1.0,100000.0,100000.0,6.0,5.0,7.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,46.666666666666664,0.60896897315979
6392,6392.0,2.0,32.0,1989.0,1.0,12.0,3.0,0.0,100000.0,100000.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,40.0,0.0,40.0,0.7672494649887085
6393,6393.0,1.0,20.0,2001.0,1.0,12.0,1.0,2.0,0.0,0.0,6.0,4.0,8.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,0.0,4.0,1.0,30.0,40.0,22.22222222222222,46.666666666666664,0.9556162357330322
6396,6396.0,2.0,18.0,2003.0,4.0,6.0,1.0,5.0,0.0,400.0,3.0,1.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,0.0,4.0,1.0,50.0,60.0,33.33333333333333,66.66666666666666,1.2362669706344604
6400,6400.0,1.0,66.0,1955.0,1.0,3.0,3.0,2.0,34800.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,5.0,40.0,60.0,0.0,40.0,1.0703493356704712
6408,6408.0,1.0,44.0,1977.0,1.0,1.0,3.0,2.0,36000.0,0.0,1.0,5.0,1.0,3.0,5.0,2.0,2.0,5.0,6.0,5.0,0.0,2.0,1.0,90.0,80.0,0.0,100.0,0.8973583579063416
6409,6409.0,1.0,58.0,1963.0,1.0,9.0,4.0,5.0,50000.0,50000.0,4.0,4.0,7.0,4.0,4.0,2.0,2.0,3.0,5.0,2.0,0.0,2.0,2.0,60.0,80.0,33.33333333333333,66.66666666666666,0.8667218089103699
6413,6413.0,2.0,40.0,1981.0,1.0,10.0,3.0,2.0,100000.0,100000.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,60.0,60.0,11.11111111111111,53.333333333333336,1.1712267398834229
6418,6418.0,2.0,23.0,1998.0,1.0,10.0,1.0,2.0,140000.0,120000.0,5.0,2.0,5.0,4.0,3.0,6.0,5.0,1.0,1.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,26.666666666666668,1.4555660486221311
6422,6422.0,1.0,38.0,1983.0,1.0,11.0,6.0,0.0,81000.0,75000.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,50.0,60.0,11.11111111111111,46.666666666666664,0.781762421131134
6423,6423.0,2.0,62.0,1959.0,1.0,4.0,6.0,3.0,36000.0,0.0,6.0,8.0,5.0,8.0,5.0,2.0,1.0,5.0,4.0,5.0,0.0,3.0,1.0,90.0,100.0,0.0,93.33333333333333,1.1501234769821167
6425,6425.0,2.0,52.0,1969.0,1.0,4.0,3.0,3.0,20000.0,20000.0,5.0,7.0,7.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,5.0,1.0,30.0,60.0,22.22222222222222,40.0,0.955359935760498
6427,6427.0,1.0,57.0,1964.0,1.0,4.0,3.0,0.0,5000000.0,5000000.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,0.0,2.0,2.0,50.0,20.0,11.11111111111111,53.333333333333336,0.9279582500457764
6440,6440.0,2.0,55.0,1966.0,1.0,4.0,3.0,2.0,5000000.0,5000000.0,5.0,2.0,0.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,0.7228516936302185
6453,6453.0,1.0,73.0,1948.0,1.0,3.0,3.0,1.0,3000.0,3000.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,5.0,60.0,60.0,0.0,60.0,0.8933448791503906
6456,6456.0,1.0,18.0,2003.0,1.0,6.0,1.0,3.0,0.0,0.0,4.0,3.0,6.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,2.0,30.0,20.0,22.22222222222222,40.0,1.5870540142059326
6459,6459.0,1.0,40.0,1981.0,1.0,7.0,3.0,3.0,50000.0,50000.0,4.0,3.0,8.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,0.0,4.0,1.0,90.0,80.0,44.44444444444444,80.0,1.2770293951034546
6460,6460.0,2.0,57.0,1964.0,1.0,6.0,3.0,2.0,5000000.0,5000000.0,5.0,3.0,7.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,0.0,2.0,1.0,70.0,40.0,22.22222222222222,80.0,0.5734306573867798
6466,6466.0,1.0,63.0,1958.0,1.0,6.0,3.0,4.0,40000.0,5000000.0,4.0,6.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,30.0,80.0,0.0,60.0,0.7913957238197327
6470,6470.0,2.0,70.0,1951.0,1.0,4.0,3.0,1.0,30000.0,5000000.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,40.0,0.7235780954360962
6473,6473.0,1.0,26.0,1995.0,8.0,11.0,1.0,2.0,60000.0,60000.0,6.0,4.0,8.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,50.0,80.0,22.22222222222222,46.666666666666664,0.7891737818717957
6474,6474.0,2.0,19.0,2002.0,1.0,12.0,1.0,4.0,5000000.0,5000000.0,6.0,4.0,8.0,6.0,3.0,4.0,4.0,3.0,4.0,2.0,0.0,3.0,1.0,40.0,40.0,22.22222222222222,60.0,0.502968966960907
6476,6476.0,2.0,74.0,1947.0,1.0,6.0,7.0,1.0,5000000.0,5000000.0,1.0,5.0,1.0,7.0,3.0,2.0,2.0,2.0,6.0,5.0,0.0,3.0,5.0,90.0,80.0,0.0,80.0,0.3878423273563385
6478,6478.0,2.0,61.0,1960.0,1.0,6.0,3.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,5.0,0.0,4.0,4.0,60.0,60.0,0.0,80.0,0.6164731383323669
6482,6482.0,1.0,70.0,1951.0,1.0,3.0,7.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,5.0,5.0,0.0,5.0,5.0,2.0,0.0,5.0,5.0,30.0,0.0,11.11111111111111,80.0,0.8933448791503906
6484,6484.0,1.0,56.0,1965.0,1.0,4.0,3.0,6.0,800.0,800.0,5.0,2.0,0.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,0.0,40.0,0.9279582500457764
6485,6485.0,2.0,19.0,2002.0,8.0,6.0,1.0,4.0,5000000.0,5000000.0,5.0,4.0,6.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,11.11111111111111,40.0,0.8353151082992554
6492,6492.0,2.0,32.0,1989.0,1.0,4.0,3.0,3.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,4.0,1.0,50.0,60.0,0.0,53.333333333333336,1.606249213218689
6493,6493.0,2.0,61.0,1960.0,1.0,6.0,7.0,5.0,0.0,0.0,5.0,3.0,6.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,50.0,60.0,11.11111111111111,60.0,0.4165358245372772
6494,6494.0,1.0,71.0,1950.0,1.0,3.0,4.0,2.0,10000.0,10000.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,3.0,2.0,0.0,3.0,5.0,60.0,20.0,0.0,46.666666666666664,0.6036099195480347
6504,6504.0,2.0,43.0,1978.0,1.0,3.0,3.0,6.0,1200.0,5000000.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,1.0,4.0,6.0,0.0,3.0,5.0,60.0,20.0,0.0,66.66666666666666,1.7848711013793943
6505,6505.0,2.0,53.0,1968.0,1.0,4.0,3.0,1.0,5000000.0,5000000.0,3.0,2.0,3.0,2.0,5.0,4.0,1.0,4.0,4.0,5.0,0.0,2.0,5.0,70.0,100.0,0.0,86.66666666666667,1.4139338731765747
6508,6508.0,1.0,72.0,1949.0,8.0,1.0,3.0,1.0,1200.0,0.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,5.0,4.0,6.0,0.0,5.0,5.0,60.0,20.0,0.0,93.33333333333333,0.2363941520452499
6514,6514.0,1.0,61.0,1960.0,1.0,3.0,3.0,5.0,5000000.0,5000000.0,1.0,1.0,0.0,1.0,5.0,5.0,2.0,4.0,4.0,6.0,0.0,3.0,2.0,60.0,80.0,0.0,86.66666666666667,0.9594365954399108
6516,6516.0,2.0,45.0,1976.0,1.0,6.0,3.0,3.0,5000000.0,5000000.0,8.0,5.0,10.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,0.0,4.0,1.0,60.0,80.0,22.22222222222222,86.66666666666667,0.6538099050521851
6517,6517.0,2.0,38.0,1983.0,1.0,3.0,4.0,2.0,0.0,0.0,5.0,2.0,8.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,33.33333333333333,40.0,1.8146324157714844
6520,6520.0,2.0,34.0,1987.0,1.0,12.0,3.0,3.0,50000.0,50000.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,1.0,60.0,80.0,0.0,60.0,0.7672494649887085
6525,6525.0,1.0,43.0,1978.0,1.0,12.0,3.0,2.0,5000000.0,5000000.0,7.0,5.0,8.0,7.0,4.0,5.0,2.0,4.0,5.0,4.0,0.0,2.0,1.0,50.0,80.0,11.11111111111111,86.66666666666667,0.7689407467842102
6528,6528.0,1.0,55.0,1966.0,1.0,4.0,3.0,5.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,2.0,4.0,0.0,4.0,2.0,60.0,80.0,0.0,60.0,1.3733792304992676
6529,6529.0,1.0,57.0,1964.0,1.0,6.0,3.0,2.0,10000.0,10000.0,4.0,2.0,4.0,6.0,5.0,5.0,2.0,3.0,5.0,3.0,0.0,2.0,2.0,40.0,80.0,0.0,73.33333333333333,0.4973913133144378
6533,6533.0,2.0,54.0,1967.0,1.0,3.0,7.0,2.0,5000000.0,5000000.0,3.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,5.0,4.0,0.0,3.0,2.0,50.0,80.0,22.22222222222222,73.33333333333333,0.9188011288642884
6535,6535.0,2.0,36.0,1985.0,1.0,11.0,3.0,4.0,20000.0,20000.0,8.0,9.0,6.0,7.0,4.0,5.0,2.0,5.0,2.0,4.0,0.0,2.0,1.0,50.0,80.0,0.0,73.33333333333333,0.60896897315979
6541,6541.0,1.0,53.0,1968.0,1.0,3.0,3.0,1.0,20000.0,0.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,0.0,4.0,5.0,40.0,40.0,0.0,60.0,1.1795063018798828
6545,6545.0,1.0,51.0,1970.0,1.0,3.0,3.0,3.0,50000.0,50000.0,5.0,1.0,5.0,1.0,3.0,2.0,2.0,5.0,4.0,2.0,0.0,3.0,2.0,60.0,80.0,0.0,73.33333333333333,1.7456731796264648
6549,6549.0,2.0,67.0,1954.0,1.0,3.0,7.0,0.0,3000.0,0.0,7.0,3.0,8.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,5.0,50.0,80.0,11.11111111111111,26.666666666666668,0.5633572340011597
6551,6551.0,2.0,56.0,1965.0,1.0,1.0,3.0,0.0,5000000.0,5000000.0,5.0,1.0,6.0,2.0,5.0,2.0,5.0,5.0,3.0,4.0,0.0,4.0,5.0,80.0,20.0,11.11111111111111,80.0,0.2722596228122711
6553,6553.0,2.0,34.0,1987.0,1.0,5.0,3.0,0.0,30000.0,30000.0,6.0,5.0,7.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,60.0,11.11111111111111,40.0,1.274220585823059
6554,6554.0,1.0,75.0,1946.0,1.0,3.0,3.0,1.0,5000000.0,5000000.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,5.0,30.0,20.0,0.0,40.0,0.648809552192688
6555,6555.0,2.0,54.0,1967.0,1.0,5.0,7.0,0.0,18000.0,18000.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,0.0,3.0,3.0,50.0,100.0,0.0,73.33333333333333,0.7578774094581604
6556,6556.0,2.0,58.0,1963.0,1.0,9.0,3.0,1.0,35000.0,35000.0,6.0,6.0,6.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,0.0,2.0,1.0,50.0,80.0,0.0,66.66666666666666,0.6751500964164734
6558,6558.0,2.0,66.0,1955.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,4.0,10.0,2.0,4.0,6.0,5.0,5.0,2.0,4.0,0.0,4.0,5.0,50.0,20.0,55.55555555555556,73.33333333333333,0.3265323936939239
6563,6563.0,2.0,72.0,1949.0,1.0,3.0,7.0,0.0,7000.0,7000.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,0.0,2.0,5.0,40.0,20.0,0.0,66.66666666666666,0.6958887577056885
6564,6564.0,2.0,80.0,1941.0,1.0,1.0,7.0,0.0,40000.0,40000.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,0.0,3.0,5.0,40.0,20.0,0.0,66.66666666666666,0.4285938143730163
6565,6565.0,2.0,72.0,1949.0,1.0,7.0,3.0,1.0,50000.0,50000.0,5.0,6.0,0.0,2.0,4.0,5.0,5.0,6.0,3.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,66.66666666666666,0.3878423273563385
6568,6568.0,1.0,32.0,1989.0,1.0,1.0,1.0,0.0,30000.0,30000.0,4.0,3.0,6.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,0.0,3.0,3.0,40.0,20.0,22.22222222222222,46.666666666666664,0.7766519784927368
6576,6576.0,2.0,57.0,1964.0,1.0,4.0,3.0,5.0,20000.0,20000.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,0.0,3.0,1.0,70.0,40.0,0.0,86.66666666666667,1.069821000099182
6578,6578.0,2.0,73.0,1948.0,1.0,3.0,3.0,5.0,3000.0,3000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,5.0,60.0,40.0,0.0,80.0,0.470194548368454
6581,6581.0,2.0,69.0,1952.0,1.0,3.0,7.0,0.0,2000.0,0.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,0.0,5.0,5.0,70.0,40.0,0.0,100.0,0.5633572340011597
6583,6583.0,2.0,73.0,1948.0,1.0,4.0,3.0,4.0,5000.0,5000.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,0.0,4.0,0.0,60.0,20.0,0.0,73.33333333333333,0.4889034926891327
6588,6588.0,2.0,81.0,1940.0,8.0,3.0,7.0,3.0,0.0,0.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,50.0,80.0,0.0,60.0,0.7394415140151978
6589,6589.0,2.0,24.0,1997.0,1.0,13.0,1.0,2.0,8000.0,5000000.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,3.0,1.0,50.0,60.0,0.0,66.66666666666666,0.6149798631668091
6590,6590.0,2.0,52.0,1969.0,1.0,10.0,3.0,2.0,100000.0,100000.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,0.0,3.0,1.0,40.0,40.0,0.0,46.666666666666664,0.8923149704933167
6591,6591.0,2.0,49.0,1972.0,3.0,4.0,6.0,1.0,23000.0,23000.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,5.0,1.0,60.0,40.0,11.11111111111111,80.0,1.8052794933319087
6593,6593.0,1.0,31.0,1990.0,1.0,11.0,3.0,2.0,60000.0,60000.0,6.0,5.0,6.0,5.0,3.0,4.0,5.0,2.0,2.0,2.0,0.0,4.0,1.0,40.0,20.0,0.0,40.0,0.984953761100769
6594,6594.0,2.0,24.0,1997.0,1.0,11.0,1.0,1.0,50000.0,50000.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,4.0,4.0,60.0,60.0,0.0,66.66666666666666,0.7443962693214417
6597,6597.0,1.0,79.0,1942.0,1.0,4.0,7.0,0.0,33600.0,0.0,5.0,5.0,5.0,3.0,3.0,6.0,6.0,2.0,1.0,1.0,0.0,3.0,3.0,20.0,20.0,0.0,26.666666666666668,0.9984480142593384
6598,6598.0,1.0,68.0,1953.0,1.0,4.0,2.0,1.0,37200.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,0.0,5.0,5.0,40.0,20.0,0.0,66.66666666666666,1.1129382848739624
6599,6599.0,2.0,37.0,1984.0,1.0,4.0,3.0,3.0,40000.0,40000.0,3.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,5.0,2.0,0.0,2.0,1.0,30.0,80.0,22.22222222222222,60.0,1.886836051940918
6603,6603.0,1.0,51.0,1970.0,1.0,3.0,3.0,2.0,10000.0,10000.0,5.0,4.0,7.0,2.0,3.0,6.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,20.0,40.0,22.22222222222222,26.666666666666668,1.1795063018798828
6604,6604.0,1.0,79.0,1942.0,1.0,3.0,7.0,5.0,1200.0,0.0,4.0,5.0,3.0,2.0,4.0,5.0,6.0,5.0,6.0,5.0,0.0,4.0,5.0,60.0,20.0,0.0,100.0,0.648809552192688
6608,6608.0,2.0,58.0,1963.0,1.0,3.0,3.0,4.0,0.0,0.0,10.0,10.0,0.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,0.0,2.0,2.0,30.0,60.0,0.0,53.333333333333336,1.0288825035095217
6611,6611.0,2.0,38.0,1983.0,1.0,3.0,3.0,5.0,5000000.0,5000000.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,0.0,3.0,2.0,60.0,80.0,11.11111111111111,100.0,1.8146324157714844
6614,6614.0,1.0,20.0,2001.0,1.0,12.0,1.0,2.0,5000000.0,5000000.0,6.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,53.333333333333336,0.9556162357330322
6616,6616.0,1.0,66.0,1955.0,1.0,3.0,3.0,3.0,1000.0,1000.0,10.0,8.0,8.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,3.0,5.0,70.0,20.0,0.0,100.0,0.7232084274291992
6618,6618.0,1.0,37.0,1984.0,1.0,5.0,3.0,5.0,0.0,0.0,5.0,7.0,7.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,80.0,22.22222222222222,40.0,1.298323154449463
6622,6622.0,2.0,54.0,1967.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,80.0,80.0,0.0,80.0,0.9188011288642884
6624,6624.0,2.0,33.0,1988.0,4.0,3.0,3.0,2.0,0.0,0.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,40.0,40.0,11.11111111111111,40.0,2.2862794399261475
6625,6625.0,2.0,30.0,1991.0,4.0,9.0,3.0,3.0,50000.0,50000.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,3.0,1.0,60.0,20.0,11.11111111111111,86.66666666666667,1.5002520084381104
6631,6631.0,1.0,57.0,1964.0,1.0,4.0,6.0,1.0,10000.0,10000.0,5.0,3.0,4.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,0.0,5.0,3.0,60.0,80.0,0.0,100.0,0.9279582500457764
6637,6637.0,2.0,33.0,1988.0,1.0,12.0,2.0,1.0,60000.0,60000.0,4.0,3.0,6.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,0.0,3.0,1.0,40.0,40.0,22.22222222222222,53.333333333333336,0.7672494649887085
6645,6645.0,1.0,32.0,1989.0,1.0,5.0,6.0,0.0,60000.0,60000.0,6.0,7.0,8.0,6.0,3.0,5.0,5.0,1.0,5.0,1.0,0.0,3.0,1.0,20.0,20.0,22.22222222222222,46.666666666666664,1.635776400566101
6648,6648.0,1.0,52.0,1969.0,1.0,4.0,3.0,1.0,20000.0,20000.0,2.0,2.0,6.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,0.0,3.0,1.0,60.0,80.0,44.44444444444444,66.66666666666666,1.8151326179504397
6655,6655.0,2.0,57.0,1964.0,1.0,4.0,3.0,2.0,8000.0,8000.0,1.0,2.0,1.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,0.0,4.0,5.0,30.0,80.0,0.0,66.66666666666666,0.7228516936302185
6658,6658.0,1.0,52.0,1969.0,1.0,6.0,3.0,2.0,12800.0,12800.0,3.0,3.0,5.0,1.0,4.0,5.0,3.0,3.0,2.0,3.0,0.0,4.0,1.0,40.0,60.0,22.22222222222222,53.333333333333336,0.6573784351348877
6659,6659.0,2.0,32.0,1989.0,4.0,11.0,3.0,3.0,80000.0,80000.0,4.0,2.0,6.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,40.0,0.7672494649887085
6664,6664.0,2.0,73.0,1948.0,1.0,3.0,3.0,3.0,2000.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,0.0,4.0,5.0,60.0,80.0,0.0,66.66666666666666,0.470194548368454
6665,6665.0,2.0,52.0,1969.0,1.0,3.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,0.0,4.0,2.0,60.0,100.0,0.0,80.0,0.9188011288642884
6669,6669.0,2.0,29.0,1992.0,3.0,4.0,1.0,0.0,30000.0,30000.0,3.0,2.0,0.0,0.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,2.81899356842041
6670,6670.0,1.0,53.0,1968.0,1.0,9.0,3.0,2.0,80000.0,80000.0,4.0,4.0,6.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,0.0,4.0,1.0,40.0,40.0,22.22222222222222,60.0,1.1455050706863403
6674,6674.0,1.0,73.0,1948.0,1.0,3.0,3.0,1.0,3200.0,0.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,30.0,80.0,11.11111111111111,40.0,0.6036099195480347
6676,6676.0,1.0,82.0,1939.0,1.0,1.0,3.0,1.0,1260.0,0.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,5.0,40.0,60.0,0.0,33.33333333333333,0.3717601001262665
6677,6677.0,2.0,69.0,1952.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,3.0,0.0,4.0,5.0,40.0,60.0,0.0,53.333333333333336,0.220629796385765
